"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"美國政府關門","1K+","November 10, 2025 at 4:30:00 AM UTC+8","November 10, 2025 at 2:00:00 PM UTC+8","美國政府關門,美國政府停擺,中國時報","https://trends.google.com/trends/explore?q=%E7%BE%8E%E5%9C%8B%E6%94%BF%E5%BA%9C%E9%97%9C%E9%96%80&geo=TW&hl=en-US"
"虎航","10K+","November 6, 2025 at 9:50:00 AM UTC+8","November 6, 2025 at 2:20:00 PM UTC+8","虎航,台灣虎航","https://trends.google.com/trends/explore?q=%E8%99%8E%E8%88%AA&geo=TW&hl=en-US"
"灰狼 對 爵士","2K+","November 8, 2025 at 9:10:00 AM UTC+8","November 8, 2025 at 2:30:00 PM UTC+8","灰狼 對 爵士,尼克 對 灰狼","https://trends.google.com/trends/explore?q=%E7%81%B0%E7%8B%BC%20%E5%B0%8D%20%E7%88%B5%E5%A3%AB&geo=TW&hl=en-US"
"gta6","1K+","November 7, 2025 at 6:00:00 AM UTC+8","November 8, 2025 at 3:20:00 AM UTC+8","gta6","https://trends.google.com/trends/explore?q=gta6&geo=TW&hl=en-US"
"曾沛慈","1K+","November 8, 2025 at 8:00:00 PM UTC+8","November 9, 2025 at 8:40:00 PM UTC+8","曾沛慈,曾沛慈演唱會","https://trends.google.com/trends/explore?q=%E6%9B%BE%E6%B2%9B%E6%85%88&geo=TW&hl=en-US"
"黃明志女友","2K+","November 6, 2025 at 12:40:00 AM UTC+8","November 7, 2025 at 7:40:00 AM UTC+8","黃明志女友,圤智雨,逃亡遊戲","https://trends.google.com/trends/explore?q=%E9%BB%83%E6%98%8E%E5%BF%97%E5%A5%B3%E5%8F%8B&geo=TW&hl=en-US"
"台鐵","2K+","November 10, 2025 at 7:20:00 AM UTC+8","November 10, 2025 at 9:20:00 AM UTC+8","台鐵,台鐵事故,楊梅","https://trends.google.com/trends/explore?q=%E5%8F%B0%E9%90%B5&geo=TW&hl=en-US"
"川普","5K+","November 6, 2025 at 11:10:00 PM UTC+8","November 7, 2025 at 7:50:00 AM UTC+8","川普,康霈,川普減肥藥,諾和諾德,川普 減肥藥","https://trends.google.com/trends/explore?q=%E5%B7%9D%E6%99%AE&geo=TW&hl=en-US"
"王心凌","2K+","November 5, 2025 at 5:30:00 PM UTC+8","November 7, 2025 at 4:30:00 AM UTC+8","王心凌","https://trends.google.com/trends/explore?q=%E7%8E%8B%E5%BF%83%E5%87%8C&geo=TW&hl=en-US"
"陳漢典","1K+","November 7, 2025 at 6:00:00 PM UTC+8","November 8, 2025 at 9:40:00 AM UTC+8","陳漢典","https://trends.google.com/trends/explore?q=%E9%99%B3%E6%BC%A2%E5%85%B8&geo=TW&hl=en-US"
"體能之巔亞洲大挑戰","100+","November 11, 2025 at 11:30:00 PM UTC+8","November 11, 2025 at 11:50:00 PM UTC+8","體能之巔亞洲大挑戰","https://trends.google.com/trends/explore?q=%E9%AB%94%E8%83%BD%E4%B9%8B%E5%B7%94%E4%BA%9E%E6%B4%B2%E5%A4%A7%E6%8C%91%E6%88%B0&geo=TW&hl=en-US"
"佛光大學","100+","November 11, 2025 at 8:20:00 PM UTC+8","November 11, 2025 at 9:10:00 PM UTC+8","佛光大學","https://trends.google.com/trends/explore?q=%E4%BD%9B%E5%85%89%E5%A4%A7%E5%AD%B8&geo=TW&hl=en-US"
"群聯","1K+","November 11, 2025 at 9:30:00 AM UTC+8","November 11, 2025 at 10:20:00 AM UTC+8","群聯,8299,群聯股價","https://trends.google.com/trends/explore?q=%E7%BE%A4%E8%81%AF&geo=TW&hl=en-US"
"鳳凰 台語","200+","November 10, 2025 at 7:20:00 PM UTC+8","November 11, 2025 at 1:30:00 AM UTC+8","鳳凰 台語","https://trends.google.com/trends/explore?q=%E9%B3%B3%E5%87%B0%20%E5%8F%B0%E8%AA%9E&geo=TW&hl=en-US"
"泰勒·佛里茲","500+","November 10, 2025 at 9:30:00 PM UTC+8","November 11, 2025 at 5:40:00 AM UTC+8","泰勒·佛里茲,洛倫佐·穆塞蒂","https://trends.google.com/trends/explore?q=%E6%B3%B0%E5%8B%92%C2%B7%E4%BD%9B%E9%87%8C%E8%8C%B2&geo=TW&hl=en-US"
"陳昭如","2K+","November 6, 2025 at 2:20:00 PM UTC+8","November 7, 2025 at 10:10:00 AM UTC+8","陳昭如,陳金鋒,富邦","https://trends.google.com/trends/explore?q=%E9%99%B3%E6%98%AD%E5%A6%82&geo=TW&hl=en-US"
"富邦悍將","2K+","November 6, 2025 at 2:10:00 PM UTC+8","November 7, 2025 at 1:20:00 PM UTC+8","富邦悍將","https://trends.google.com/trends/explore?q=%E5%AF%8C%E9%82%A6%E6%82%8D%E5%B0%87&geo=TW&hl=en-US"
"man city đấu với liverpool","200+","November 10, 2025 at 1:50:00 AM UTC+8","November 10, 2025 at 8:20:00 AM UTC+8","man city đấu với liverpool","https://trends.google.com/trends/explore?q=man%20city%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20liverpool&geo=TW&hl=en-US"
"f1 巴西","500+","November 10, 2025 at 1:20:00 AM UTC+8","November 10, 2025 at 9:10:00 AM UTC+8","f1 巴西,巴西大獎賽,f1積分,f1巴西","https://trends.google.com/trends/explore?q=f1%20%E5%B7%B4%E8%A5%BF&geo=TW&hl=en-US"
"年金改革","1K+","November 5, 2025 at 7:30:00 PM UTC+8","November 7, 2025 at 10:00:00 AM UTC+8","年金改革,年改","https://trends.google.com/trends/explore?q=%E5%B9%B4%E9%87%91%E6%94%B9%E9%9D%A9&geo=TW&hl=en-US"
"00878","5K+","November 7, 2025 at 9:50:00 AM UTC+8","November 7, 2025 at 2:20:00 PM UTC+8","00878,00919,006208","https://trends.google.com/trends/explore?q=00878&geo=TW&hl=en-US"
"鶴茶樓","200+","November 10, 2025 at 6:20:00 PM UTC+8","November 11, 2025 at 10:50:00 AM UTC+8","鶴茶樓","https://trends.google.com/trends/explore?q=%E9%B6%B4%E8%8C%B6%E6%A8%93&geo=TW&hl=en-US"
"76人 對 暴龍","1K+","November 9, 2025 at 8:40:00 AM UTC+8","November 9, 2025 at 1:40:00 PM UTC+8","76人 對 暴龍","https://trends.google.com/trends/explore?q=76%E4%BA%BA%20%E5%B0%8D%20%E6%9A%B4%E9%BE%8D&geo=TW&hl=en-US"
"公鹿 對 公牛","1K+","November 8, 2025 at 9:20:00 AM UTC+8","November 8, 2025 at 2:30:00 PM UTC+8","公鹿 對 公牛","https://trends.google.com/trends/explore?q=%E5%85%AC%E9%B9%BF%20%E5%B0%8D%20%E5%85%AC%E7%89%9B&geo=TW&hl=en-US"
"村上宗隆","500+","November 8, 2025 at 12:10:00 AM UTC+8","November 9, 2025 at 3:10:00 AM UTC+8","村上宗隆","https://trends.google.com/trends/explore?q=%E6%9D%91%E4%B8%8A%E5%AE%97%E9%9A%86&geo=TW&hl=en-US"
"devyn michaels","500+","November 9, 2025 at 1:00:00 AM UTC+8","November 9, 2025 at 3:50:00 PM UTC+8","devyn michaels","https://trends.google.com/trends/explore?q=devyn%20michaels&geo=TW&hl=en-US"
"air space","100+","November 11, 2025 at 11:20:00 PM UTC+8","November 11, 2025 at 11:40:00 PM UTC+8","air space","https://trends.google.com/trends/explore?q=air%20space&geo=TW&hl=en-US"
"tottenham vs man utd","1K+","November 8, 2025 at 7:50:00 PM UTC+8","November 9, 2025 at 12:00:00 AM UTC+8","tottenham vs man utd,chelsea vs wolves","https://trends.google.com/trends/explore?q=tottenham%20vs%20man%20utd&geo=TW&hl=en-US"
"空之境界","2K+","November 5, 2025 at 5:20:00 PM UTC+8","November 6, 2025 at 1:10:00 PM UTC+8","空之境界","https://trends.google.com/trends/explore?q=%E7%A9%BA%E4%B9%8B%E5%A2%83%E7%95%8C&geo=TW&hl=en-US"
"谷音","500+","November 10, 2025 at 8:10:00 AM UTC+8","November 10, 2025 at 6:10:00 PM UTC+8","谷音","https://trends.google.com/trends/explore?q=%E8%B0%B7%E9%9F%B3&geo=TW&hl=en-US"
"傑倫·格林","1K+","November 7, 2025 at 11:20:00 AM UTC+8","November 7, 2025 at 9:10:00 PM UTC+8","傑倫·格林","https://trends.google.com/trends/explore?q=%E5%82%91%E5%80%AB%C2%B7%E6%A0%BC%E6%9E%97&geo=TW&hl=en-US"
"福岡","1K+","November 7, 2025 at 11:50:00 PM UTC+8","November 9, 2025 at 7:20:00 AM UTC+8","福岡","https://trends.google.com/trends/explore?q=%E7%A6%8F%E5%B2%A1&geo=TW&hl=en-US"
"00982a","200+","November 11, 2025 at 9:30:00 PM UTC+8","November 11, 2025 at 9:50:00 PM UTC+8","00982a","https://trends.google.com/trends/explore?q=00982a&geo=TW&hl=en-US"
"sunderland vs arsenal","500+","November 9, 2025 at 1:50:00 AM UTC+8","November 9, 2025 at 9:50:00 AM UTC+8","sunderland vs arsenal,arsenal","https://trends.google.com/trends/explore?q=sunderland%20vs%20arsenal&geo=TW&hl=en-US"
"龍華科技大學","500+","November 10, 2025 at 8:10:00 PM UTC+8","November 10, 2025 at 10:40:00 PM UTC+8","龍華科技大學","https://trends.google.com/trends/explore?q=%E9%BE%8D%E8%8F%AF%E7%A7%91%E6%8A%80%E5%A4%A7%E5%AD%B8&geo=TW&hl=en-US"
"thời tiết ngày mai","2K+","November 9, 2025 at 8:30:00 PM UTC+8","November 9, 2025 at 11:10:00 PM UTC+8","thời tiết ngày mai","https://trends.google.com/trends/explore?q=th%E1%BB%9Di%20ti%E1%BA%BFt%20ng%C3%A0y%20mai&geo=TW&hl=en-US"
"熱刺 對 曼聯","1K+","November 8, 2025 at 7:50:00 PM UTC+8","November 9, 2025 at 12:00:00 AM UTC+8","熱刺 對 曼聯,曼聯,熱刺","https://trends.google.com/trends/explore?q=%E7%86%B1%E5%88%BA%20%E5%B0%8D%20%E6%9B%BC%E8%81%AF&geo=TW&hl=en-US"
"emmanuel clase","500+","November 10, 2025 at 9:50:00 AM UTC+8","November 10, 2025 at 1:40:00 PM UTC+8","emmanuel clase,luis ortiz","https://trends.google.com/trends/explore?q=emmanuel%20clase&geo=TW&hl=en-US"
"大林慈濟醫院","100+","November 11, 2025 at 8:50:00 PM UTC+8","November 11, 2025 at 9:20:00 PM UTC+8","大林慈濟醫院","https://trends.google.com/trends/explore?q=%E5%A4%A7%E6%9E%97%E6%85%88%E6%BF%9F%E9%86%AB%E9%99%A2&geo=TW&hl=en-US"
"teams","500+","November 11, 2025 at 9:00:00 AM UTC+8","November 11, 2025 at 10:10:00 AM UTC+8","teams","https://trends.google.com/trends/explore?q=teams&geo=TW&hl=en-US"
"薩爾達無雙封印戰記","1K+","November 5, 2025 at 11:10:00 PM UTC+8","November 8, 2025 at 12:00:00 AM UTC+8","薩爾達無雙封印戰記","https://trends.google.com/trends/explore?q=%E8%96%A9%E7%88%BE%E9%81%94%E7%84%A1%E9%9B%99%E5%B0%81%E5%8D%B0%E6%88%B0%E8%A8%98&geo=TW&hl=en-US"
"慧燈中學","200+","November 11, 2025 at 12:10:00 PM UTC+8","November 11, 2025 at 1:30:00 PM UTC+8","慧燈中學","https://trends.google.com/trends/explore?q=%E6%85%A7%E7%87%88%E4%B8%AD%E5%AD%B8&geo=TW&hl=en-US"
"黑豹旗","1K+","November 8, 2025 at 3:00:00 PM UTC+8","November 9, 2025 at 1:30:00 PM UTC+8","黑豹旗,陽明高中","https://trends.google.com/trends/explore?q=%E9%BB%91%E8%B1%B9%E6%97%97&geo=TW&hl=en-US"
"李連杰","1K+","November 6, 2025 at 3:50:00 AM UTC+8","November 8, 2025 at 9:10:00 AM UTC+8","李連杰,李連杰心臟","https://trends.google.com/trends/explore?q=%E6%9D%8E%E9%80%A3%E6%9D%B0&geo=TW&hl=en-US"
"amazon bazaar","500+","November 9, 2025 at 11:20:00 PM UTC+8","November 10, 2025 at 5:20:00 PM UTC+8","amazon bazaar","https://trends.google.com/trends/explore?q=amazon%20bazaar&geo=TW&hl=en-US"
"長庚醫院","500+","November 10, 2025 at 8:20:00 PM UTC+8","November 10, 2025 at 10:20:00 PM UTC+8","長庚醫院","https://trends.google.com/trends/explore?q=%E9%95%B7%E5%BA%9A%E9%86%AB%E9%99%A2&geo=TW&hl=en-US"
"cuaca besok","2K+","November 9, 2025 at 8:40:00 PM UTC+8","November 9, 2025 at 10:50:00 PM UTC+8","cuaca besok","https://trends.google.com/trends/explore?q=cuaca%20besok&geo=TW&hl=en-US"
"日本熊害","1K+","November 8, 2025 at 9:10:00 AM UTC+8","November 9, 2025 at 7:50:00 PM UTC+8","日本熊害,台灣黑熊","https://trends.google.com/trends/explore?q=%E6%97%A5%E6%9C%AC%E7%86%8A%E5%AE%B3&geo=TW&hl=en-US"
"臭蟲","100+","November 11, 2025 at 3:10:00 PM UTC+8","November 11, 2025 at 4:20:00 PM UTC+8","臭蟲","https://trends.google.com/trends/explore?q=%E8%87%AD%E8%9F%B2&geo=TW&hl=en-US"
"plg","1K+","November 9, 2025 at 5:40:00 PM UTC+8","November 9, 2025 at 8:40:00 PM UTC+8","plg,洋基工程","https://trends.google.com/trends/explore?q=plg&geo=TW&hl=en-US"
"michael jackson","1K+","November 7, 2025 at 9:00:00 PM UTC+8","November 9, 2025 at 12:10:00 AM UTC+8","michael jackson,jaafar jackson","https://trends.google.com/trends/explore?q=michael%20jackson&geo=TW&hl=en-US"
"亞翔","500+","November 10, 2025 at 9:40:00 AM UTC+8","November 10, 2025 at 2:40:00 PM UTC+8","亞翔","https://trends.google.com/trends/explore?q=%E4%BA%9E%E7%BF%94&geo=TW&hl=en-US"
"鍾綺","500+","November 9, 2025 at 8:00:00 PM UTC+8","November 10, 2025 at 3:20:00 PM UTC+8","鍾綺","https://trends.google.com/trends/explore?q=%E9%8D%BE%E7%B6%BA&geo=TW&hl=en-US"
"寮國","100+","November 11, 2025 at 6:40:00 AM UTC+8","November 11, 2025 at 9:20:00 AM UTC+8","寮國","https://trends.google.com/trends/explore?q=%E5%AF%AE%E5%9C%8B&geo=TW&hl=en-US"
"虞書欣","500+","November 9, 2025 at 9:30:00 AM UTC+8","November 10, 2025 at 8:20:00 AM UTC+8","虞書欣","https://trends.google.com/trends/explore?q=%E8%99%9E%E6%9B%B8%E6%AC%A3&geo=TW&hl=en-US"
"4967","200+","November 11, 2025 at 9:10:00 AM UTC+8","November 11, 2025 at 10:50:00 AM UTC+8","4967","https://trends.google.com/trends/explore?q=4967&geo=TW&hl=en-US"
"warriors vs pacers","200+","November 10, 2025 at 10:10:00 AM UTC+8","November 10, 2025 at 1:20:00 PM UTC+8","warriors vs pacers","https://trends.google.com/trends/explore?q=warriors%20vs%20pacers&geo=TW&hl=en-US"
"泡泡瑪特","1K+","November 7, 2025 at 7:30:00 PM UTC+8","November 9, 2025 at 3:40:00 AM UTC+8","泡泡瑪特","https://trends.google.com/trends/explore?q=%E6%B3%A1%E6%B3%A1%E7%91%AA%E7%89%B9&geo=TW&hl=en-US"
"tottenham đấu với man utd","1K+","November 8, 2025 at 7:50:00 PM UTC+8","November 8, 2025 at 11:40:00 PM UTC+8","tottenham đấu với man utd,ngoại hạng anh","https://trends.google.com/trends/explore?q=tottenham%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20man%20utd&geo=TW&hl=en-US"
"聖暉","500+","November 10, 2025 at 9:50:00 AM UTC+8","November 10, 2025 at 11:40:00 AM UTC+8","聖暉,亞翔,5536","https://trends.google.com/trends/explore?q=%E8%81%96%E6%9A%89&geo=TW&hl=en-US"
"安德魯·威金斯","100+","November 11, 2025 at 12:00:00 PM UTC+8","November 11, 2025 at 1:10:00 PM UTC+8","安德魯·威金斯","https://trends.google.com/trends/explore?q=%E5%AE%89%E5%BE%B7%E9%AD%AF%C2%B7%E5%A8%81%E9%87%91%E6%96%AF&geo=TW&hl=en-US"
"金塊 對 熱火","2K+","November 6, 2025 at 9:50:00 AM UTC+8","November 6, 2025 at 3:20:00 PM UTC+8","金塊 對 熱火,尼古拉·約基奇","https://trends.google.com/trends/explore?q=%E9%87%91%E5%A1%8A%20%E5%B0%8D%20%E7%86%B1%E7%81%AB&geo=TW&hl=en-US"
"สเปอร์ส พบ แมนยู","1K+","November 8, 2025 at 7:50:00 PM UTC+8","November 8, 2025 at 11:40:00 PM UTC+8","สเปอร์ส พบ แมนยู","https://trends.google.com/trends/explore?q=%E0%B8%AA%E0%B9%80%E0%B8%9B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%AA%20%E0%B8%9E%E0%B8%9A%20%E0%B9%81%E0%B8%A1%E0%B8%99%E0%B8%A2%E0%B8%B9&geo=TW&hl=en-US"
"interpark","100+","November 11, 2025 at 7:00:00 PM UTC+8","November 11, 2025 at 7:40:00 PM UTC+8","interpark","https://trends.google.com/trends/explore?q=interpark&geo=TW&hl=en-US"
"1303","200+","November 11, 2025 at 9:30:00 AM UTC+8","November 11, 2025 at 10:50:00 AM UTC+8","1303","https://trends.google.com/trends/explore?q=1303&geo=TW&hl=en-US"
"灰熊 對 火箭","2K+","November 6, 2025 at 8:50:00 AM UTC+8","November 6, 2025 at 2:30:00 PM UTC+8","灰熊 對 火箭","https://trends.google.com/trends/explore?q=%E7%81%B0%E7%86%8A%20%E5%B0%8D%20%E7%81%AB%E7%AE%AD&geo=TW&hl=en-US"
"白敬亭","100+","November 11, 2025 at 9:50:00 PM UTC+8","November 11, 2025 at 10:10:00 PM UTC+8","白敬亭","https://trends.google.com/trends/explore?q=%E7%99%BD%E6%95%AC%E4%BA%AD&geo=TW&hl=en-US"
"捷星","1K+","November 7, 2025 at 11:30:00 AM UTC+8","November 7, 2025 at 11:10:00 PM UTC+8","捷星","https://trends.google.com/trends/explore?q=%E6%8D%B7%E6%98%9F&geo=TW&hl=en-US"
"劉家昌","200+","November 10, 2025 at 10:00:00 PM UTC+8","November 11, 2025 at 8:50:00 AM UTC+8","劉家昌","https://trends.google.com/trends/explore?q=%E5%8A%89%E5%AE%B6%E6%98%8C&geo=TW&hl=en-US"
"雲林","200+","November 10, 2025 at 8:10:00 PM UTC+8","November 10, 2025 at 10:10:00 PM UTC+8","雲林","https://trends.google.com/trends/explore?q=%E9%9B%B2%E6%9E%97&geo=TW&hl=en-US"
"停辦","100+","November 11, 2025 at 8:00:00 PM UTC+8","November 11, 2025 at 8:30:00 PM UTC+8","停辦","https://trends.google.com/trends/explore?q=%E5%81%9C%E8%BE%A6&geo=TW&hl=en-US"
"justin dean","1K+","November 7, 2025 at 8:40:00 AM UTC+8","November 7, 2025 at 4:10:00 PM UTC+8","justin dean","https://trends.google.com/trends/explore?q=justin%20dean&geo=TW&hl=en-US"
"3013","500+","November 10, 2025 at 10:10:00 AM UTC+8","November 10, 2025 at 1:30:00 PM UTC+8","3013,晟銘電","https://trends.google.com/trends/explore?q=3013&geo=TW&hl=en-US"
"長庚大學","200+","November 10, 2025 at 8:20:00 PM UTC+8","November 10, 2025 at 10:20:00 PM UTC+8","長庚大學","https://trends.google.com/trends/explore?q=%E9%95%B7%E5%BA%9A%E5%A4%A7%E5%AD%B8&geo=TW&hl=en-US"
"章若楠","100+","November 11, 2025 at 9:50:00 PM UTC+8","November 11, 2025 at 10:10:00 PM UTC+8","章若楠","https://trends.google.com/trends/explore?q=%E7%AB%A0%E8%8B%A5%E6%A5%A0&geo=TW&hl=en-US"
"布蘭登·威廉斯","100+","November 11, 2025 at 11:40:00 AM UTC+8","November 11, 2025 at 12:40:00 PM UTC+8","布蘭登·威廉斯","https://trends.google.com/trends/explore?q=%E5%B8%83%E8%98%AD%E7%99%BB%C2%B7%E5%A8%81%E5%BB%89%E6%96%AF&geo=TW&hl=en-US"
"celta vs barcelona","200+","November 10, 2025 at 6:10:00 AM UTC+8","November 10, 2025 at 8:50:00 AM UTC+8","celta vs barcelona","https://trends.google.com/trends/explore?q=celta%20vs%20barcelona&geo=TW&hl=en-US"
"熱血江湖福利加強版","1K+","November 7, 2025 at 6:50:00 AM UTC+8","November 8, 2025 at 7:40:00 AM UTC+8","熱血江湖福利加強版,熱血江湖福利加強版禮包碼","https://trends.google.com/trends/explore?q=%E7%86%B1%E8%A1%80%E6%B1%9F%E6%B9%96%E7%A6%8F%E5%88%A9%E5%8A%A0%E5%BC%B7%E7%89%88&geo=TW&hl=en-US"
"8271","100+","November 11, 2025 at 9:20:00 AM UTC+8","November 11, 2025 at 10:40:00 AM UTC+8","8271","https://trends.google.com/trends/explore?q=8271&geo=TW&hl=en-US"
"1314","1K+","November 10, 2025 at 9:40:00 AM UTC+8","November 10, 2025 at 11:00:00 AM UTC+8","1314,中石化股價,中石化","https://trends.google.com/trends/explore?q=1314&geo=TW&hl=en-US"
"台灣","500+","November 10, 2025 at 5:30:00 AM UTC+8","November 10, 2025 at 10:10:00 PM UTC+8","台灣","https://trends.google.com/trends/explore?q=%E5%8F%B0%E7%81%A3&geo=TW&hl=en-US"
"earthquake taiwan","500+","November 10, 2025 at 1:00:00 PM UTC+8","November 10, 2025 at 2:10:00 PM UTC+8","earthquake taiwan,taiwan earthquake,earthquake","https://trends.google.com/trends/explore?q=earthquake%20taiwan&geo=TW&hl=en-US"
"維戈塞爾塔 對 巴塞隆納","200+","November 10, 2025 at 6:10:00 AM UTC+8","November 10, 2025 at 9:00:00 AM UTC+8","維戈塞爾塔 對 巴塞隆納","https://trends.google.com/trends/explore?q=%E7%B6%AD%E6%88%88%E5%A1%9E%E7%88%BE%E5%A1%94%20%E5%B0%8D%20%E5%B7%B4%E5%A1%9E%E9%9A%86%E7%B4%8D&geo=TW&hl=en-US"
"證交所","200+","November 10, 2025 at 8:40:00 PM UTC+8","November 11, 2025 at 8:30:00 PM UTC+8","證交所","https://trends.google.com/trends/explore?q=%E8%AD%89%E4%BA%A4%E6%89%80&geo=TW&hl=en-US"
"賓賓哥","200+","November 10, 2025 at 12:50:00 PM UTC+8","November 10, 2025 at 6:00:00 PM UTC+8","賓賓哥","https://trends.google.com/trends/explore?q=%E8%B3%93%E8%B3%93%E5%93%A5&geo=TW&hl=en-US"
"李振昌","1K+","November 5, 2025 at 7:50:00 PM UTC+8","November 6, 2025 at 9:30:00 AM UTC+8","李振昌","https://trends.google.com/trends/explore?q=%E6%9D%8E%E6%8C%AF%E6%98%8C&geo=TW&hl=en-US"
"王子聲明","2K+","November 5, 2025 at 7:10:00 AM UTC+8","November 5, 2025 at 10:30:00 PM UTC+8","王子聲明,喜鵲娛樂,粿粿懷孕王子","https://trends.google.com/trends/explore?q=%E7%8E%8B%E5%AD%90%E8%81%B2%E6%98%8E&geo=TW&hl=en-US"
"竹南","100+","November 11, 2025 at 9:20:00 PM UTC+8","November 11, 2025 at 9:40:00 PM UTC+8","竹南","https://trends.google.com/trends/explore?q=%E7%AB%B9%E5%8D%97&geo=TW&hl=en-US"
"捷星航空","500+","November 7, 2025 at 12:40:00 PM UTC+8","November 8, 2025 at 7:30:00 AM UTC+8","捷星航空","https://trends.google.com/trends/explore?q=%E6%8D%B7%E6%98%9F%E8%88%AA%E7%A9%BA&geo=TW&hl=en-US"
"navy","100+","November 11, 2025 at 11:00:00 AM UTC+8","November 11, 2025 at 12:10:00 PM UTC+8","navy","https://trends.google.com/trends/explore?q=navy&geo=TW&hl=en-US"
"weather","1K+","November 10, 2025 at 6:30:00 AM UTC+8","November 10, 2025 at 8:20:00 AM UTC+8","weather","https://trends.google.com/trends/explore?q=weather&geo=TW&hl=en-US"
"porter","100+","November 11, 2025 at 12:20:00 PM UTC+8","November 11, 2025 at 1:20:00 PM UTC+8","porter","https://trends.google.com/trends/explore?q=porter&geo=TW&hl=en-US"
"永擎","1K+","November 7, 2025 at 9:00:00 AM UTC+8","November 7, 2025 at 3:30:00 PM UTC+8","永擎,7711,萊德光電-ky","https://trends.google.com/trends/explore?q=%E6%B0%B8%E6%93%8E&geo=TW&hl=en-US"
"mike trout","500+","November 6, 2025 at 9:30:00 PM UTC+8","November 8, 2025 at 12:40:00 AM UTC+8","mike trout","https://trends.google.com/trends/explore?q=mike%20trout&geo=TW&hl=en-US"
"建準","1K+","November 10, 2025 at 9:20:00 AM UTC+8","November 10, 2025 at 1:10:00 PM UTC+8","建準,2421","https://trends.google.com/trends/explore?q=%E5%BB%BA%E6%BA%96&geo=TW&hl=en-US"
"喬科維奇","500+","November 8, 2025 at 11:50:00 PM UTC+8","November 9, 2025 at 8:50:00 AM UTC+8","喬科維奇,諾瓦克·喬科維奇,洛倫佐·穆塞蒂","https://trends.google.com/trends/explore?q=%E5%96%AC%E7%A7%91%E7%B6%AD%E5%A5%87&geo=TW&hl=en-US"
"桑德蘭 對 兵工廠","200+","November 9, 2025 at 2:00:00 AM UTC+8","November 9, 2025 at 9:20:00 AM UTC+8","桑德蘭 對 兵工廠","https://trends.google.com/trends/explore?q=%E6%A1%91%E5%BE%B7%E8%98%AD%20%E5%B0%8D%20%E5%85%B5%E5%B7%A5%E5%BB%A0&geo=TW&hl=en-US"
"玉山銀行","2K+","November 5, 2025 at 8:30:00 AM UTC+8","November 6, 2025 at 5:50:00 AM UTC+8","玉山銀行","https://trends.google.com/trends/explore?q=%E7%8E%89%E5%B1%B1%E9%8A%80%E8%A1%8C&geo=TW&hl=en-US"
"張棟樑","1K+","November 7, 2025 at 5:40:00 PM UTC+8","November 8, 2025 at 1:00:00 AM UTC+8","張棟樑","https://trends.google.com/trends/explore?q=%E5%BC%B5%E6%A3%9F%E6%A8%91&geo=TW&hl=en-US"
"赤山巖","500+","November 8, 2025 at 5:30:00 PM UTC+8","November 8, 2025 at 10:50:00 PM UTC+8","赤山巖","https://trends.google.com/trends/explore?q=%E8%B5%A4%E5%B1%B1%E5%B7%96&geo=TW&hl=en-US"
"南茂","100+","November 11, 2025 at 9:20:00 AM UTC+8","November 11, 2025 at 10:30:00 AM UTC+8","南茂","https://trends.google.com/trends/explore?q=%E5%8D%97%E8%8C%82&geo=TW&hl=en-US"
"至上股價","200+","November 11, 2025 at 9:30:00 AM UTC+8","November 11, 2025 at 10:30:00 AM UTC+8","至上股價,8112","https://trends.google.com/trends/explore?q=%E8%87%B3%E4%B8%8A%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"蒂安希","1K+","November 6, 2025 at 11:20:00 PM UTC+8","November 7, 2025 at 11:50:00 PM UTC+8","蒂安希,寶可夢za","https://trends.google.com/trends/explore?q=%E8%92%82%E5%AE%89%E5%B8%8C&geo=TW&hl=en-US"
"吳彥祖老婆","500+","November 8, 2025 at 8:50:00 AM UTC+8","November 9, 2025 at 8:20:00 AM UTC+8","吳彥祖老婆","https://trends.google.com/trends/explore?q=%E5%90%B3%E5%BD%A5%E7%A5%96%E8%80%81%E5%A9%86&geo=TW&hl=en-US"
"烏日縱火","1K+","November 6, 2025 at 7:20:00 AM UTC+8","November 6, 2025 at 1:40:00 PM UTC+8","烏日縱火,縱火烏日","https://trends.google.com/trends/explore?q=%E7%83%8F%E6%97%A5%E7%B8%B1%E7%81%AB&geo=TW&hl=en-US"
"麥可傑克森","500+","November 7, 2025 at 8:00:00 AM UTC+8","November 8, 2025 at 4:20:00 AM UTC+8","麥可傑克森","https://trends.google.com/trends/explore?q=%E9%BA%A5%E5%8F%AF%E5%82%91%E5%85%8B%E6%A3%AE&geo=TW&hl=en-US"
"大雅火災","1K+","November 5, 2025 at 10:30:00 PM UTC+8","November 6, 2025 at 9:30:00 AM UTC+8","大雅火災,台中火災","https://trends.google.com/trends/explore?q=%E5%A4%A7%E9%9B%85%E7%81%AB%E7%81%BD&geo=TW&hl=en-US"
"前田健太","1K+","November 6, 2025 at 8:50:00 AM UTC+8","November 6, 2025 at 2:50:00 PM UTC+8","前田健太","https://trends.google.com/trends/explore?q=%E5%89%8D%E7%94%B0%E5%81%A5%E5%A4%AA&geo=TW&hl=en-US"
